====================================================================================================
ARCHIVE OF QUANTITATIVE RESULTS
CoST-Rorqual -- disentangled self-supervised rhythm representations (HRD / GLOBEM)
====================================================================================================

Compiled 2026-09-06 from the pre-cleanup working tree, at commit 968f66f on branch cleanup/minimal-tcn-ssl.

WHY THIS FILE EXISTS
    The repository was reduced from 65 Python modules to 7, and ~10 GB of encoder
    checkpoints were deleted. Figures (.png) and every .json/.csv/.md produced by a run
    were kept on disk; this file is the flat, dependency-free record of the NUMBERS, so a
    result can be cited without re-running anything and without the code that produced it.

    Nothing here was recomputed. Every value is copied from a file that existed in the
    tree at the commit above. Section 1 maps each number back to the run and the
    configuration that produced it.

WHAT SURVIVED THE PRUNE ON DISK
    results_hrd/20093940/      kept whole, including its 4 encoder .pt checkpoints
                               (TCN only: tcn_{none,circular} x seed{22,42,82})
    results_hrd/<45 others>/   .json/.csv/.md/.png kept, .pt deleted
    results_hrd_energy/        kept whole
    results_globem/            kept whole

READING ORDER
    Section 2 is the curated findings table and is the one to read first. Sections 3-8
    are the raw per-sweep and per-variant outputs it was distilled from. Section 10
    records findings measured in session that were never written to any file -- those
    exist nowhere else.


====================================================================================================
1. RUN INVENTORY -- WHAT EACH RUN ID WAS CONFIGURED AS
====================================================================================================

Each row is one (run, variant) pair, read from that variant's metrics.json "config" block.
An empty cell means the flag did not exist when the run was launched, which is itself
dating information: these sweeps span an evolving CLI.

Runs whose variant name begins `transformer_`, or which carry a `pe` other than `none`,
are OUT OF SCOPE for the current TCN-only work. Their numbers are archived here as
Part-4 evidence; their code has been removed from the tree.


HRD -- depression endpoint   (results_hrd/, 1117 variant runs)
--------------------------------------------------------------

run       variant                               date        backbone     pe          repr_dims  disentangle  season_pool  phase_encoding  seasonal_bands  positive_pair  negatives  trend_pool  decomp_aug  noise_weight  iters  batch_size  lr      window_days  bin_minutes
--------  ------------------------------------  ----------  -----------  ----------  ---------  -----------  -----------  --------------  --------------  -------------  ---------  ----------  ----------  ------------  -----  ----------  ------  -----------  -----------
1239199   tcn_circular_seed42                   2026-08-19  tcn          circular    320        True         spec         circular                                                                                        6000   64          0.0005  28           15
1239199   tcn_none_seed42                       2026-08-19  tcn          none        320        True         spec         circular                                                                                        6000   64          0.0005  28           15
1263230   tcn_none_seed42                       2026-08-19  tcn          none        320        True         spec         circular                                                  random                                6000   64          0.0005  28           15
1263231   tcn_none_seed42                       2026-08-19  tcn          none        320        True         spec         circular                                                  mean                                  6000   64          0.0005  28           15
1263232   tcn_none_seed42                       2026-08-19  tcn          none        320        True         spec         circular                                                  random                                6000   64          0.0005  28           15
1312389   tcn_circular_seed22                   2026-08-20  tcn          circular    320        True         spec         circular                        participant               random                                6000   64          0.0005  28           15
1312389   tcn_circular_seed42                   2026-08-20  tcn          circular    320        True         spec         circular                        participant               random                                6000   64          0.0005  28           15
1312389   tcn_circular_seed82                   2026-08-20  tcn          circular    320        True         spec         circular                        participant               random                                6000   64          0.0005  28           15
1312389   tcn_none_seed22                       2026-08-20  tcn          none        320        True         spec         circular                        participant               random                                6000   64          0.0005  28           15
1312389   tcn_none_seed42                       2026-08-20  tcn          none        320        True         spec         circular                        participant               random                                6000   64          0.0005  28           15
1312389   tcn_none_seed82                       2026-08-20  tcn          none        320        True         spec         circular                        participant               random                                6000   64          0.0005  28           15
1372679   tcn_circular_seed22                   2026-08-20  tcn          circular    320        True         spec         circular                        window                    random                                6000   64          0.0005  28           15
1372679   tcn_circular_seed42                   2026-08-20  tcn          circular    320        True         spec         circular                        window                    random                                6000   64          0.0005  28           15
1372679   tcn_circular_seed82                   2026-08-20  tcn          circular    320        True         spec         circular                        window                    random                                6000   64          0.0005  28           15
1372679   tcn_none_seed22                       2026-08-20  tcn          none        320        True         spec         circular                        window                    random                                6000   64          0.0005  28           15
1372679   tcn_none_seed42                       2026-08-20  tcn          none        320        True         spec         circular                        window                    random                                6000   64          0.0005  28           15
1372679   tcn_none_seed82                       2026-08-20  tcn          none        320        True         spec         circular                        window                    random                                6000   64          0.0005  28           15
1372683   tcn_circular_seed22                   2026-08-20  tcn          circular    320        True         spec         circular                        participant               random                                20000  64          0.0005  28           15
1372683   tcn_circular_seed42                   2026-08-20  tcn          circular    320        True         spec         circular                        participant               random                                20000  64          0.0005  28           15
1372683   tcn_circular_seed82                   2026-08-20  tcn          circular    320        True         spec         circular                        participant               random                                20000  64          0.0005  28           15
1372683   tcn_none_seed22                       2026-08-20  tcn          none        320        True         spec         circular                        participant               random                                20000  64          0.0005  28           15
1372683   tcn_none_seed42                       2026-08-20  tcn          none        320        True         spec         circular                        participant               random                                20000  64          0.0005  28           15
1372683   tcn_none_seed82                       2026-08-20  tcn          none        320        True         spec         circular                        participant               random                                20000  64          0.0005  28           15
1514691   tcn_circular_seed13                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed22                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed29                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed31                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed42                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed45                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed53                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed61                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed7                    2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed73                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed82                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_circular_seed91                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed13                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed22                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed29                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed31                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed42                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed45                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed53                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed61                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed7                        2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed73                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed82                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1514691   tcn_none_seed91                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      True                      6000   64          0.0005  28           15
1527364   tcn_circular_seed13                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed22                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed29                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed31                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed42                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed45                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed53                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed61                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed7                    2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed73                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed82                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_circular_seed91                   2026-08-22  tcn          circular    320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_none_seed13                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
1527364   tcn_none_seed22                       2026-08-22  tcn          none        320        True         spec         circular                        window                    random      False                     6000   64          0.0005  28           15
